dbo_LINE_LINE_ID,TRAIT_NM,TRAIT_DSC,OBSRV_NT_NBR,OBSRV_EFF_TSP,CNTRY_NM,REGN_NM,LOC_NM,COOP_LOC_NM
254264,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254264,MIDS BARLEY,Mids Barley Percent,14.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254723,THINS BARLEY,Barley Thin Percent <5.5/64,0.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254258,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254257,MIDS BARLEY,Mids Barley Percent,18.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254268,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254268,PLUMP BARLEY,Barley Plump Percent >6/64,72.9,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254266,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254394,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254266,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254266,PLUMP BARLEY,Barley Plump Percent >6/64,62,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254711,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,12.3,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254364,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,11.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254365,MIDS BARLEY,Mids Barley Percent,33.9,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254713,MIDS BARLEY,Mids Barley Percent,26.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254364,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254713,PLUMP BARLEY,Barley Plump Percent >6/64,68.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254364,PLUMP BARLEY,Barley Plump Percent >6/64,70.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254711,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254365,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254713,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254711,PLUMP BARLEY,Barley Plump Percent >6/64,83.7,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254711,MIDS BARLEY,Mids Barley Percent,15.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254365,PLUMP BARLEY,Barley Plump Percent >6/64,60.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254399,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254713,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254365,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.9,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254399,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254399,MIDS BARLEY,Mids Barley Percent,42.7,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254364,MIDS BARLEY,Mids Barley Percent,26.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
254399,PLUMP BARLEY,Barley Plump Percent >6/64,48.6,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253603,MIDS BARLEY,Mids Barley Percent,22.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253826,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253826,PLUMP BARLEY,Barley Plump Percent >6/64,78.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253826,MIDS BARLEY,Mids Barley Percent,18.3,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253817,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253603,THINS BARLEY,Barley Thin Percent <5.5/64,0.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253444,MIDS BARLEY,Mids Barley Percent,17.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253444,PLUMP BARLEY,Barley Plump Percent >6/64,79.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253444,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253603,PLUMP BARLEY,Barley Plump Percent >6/64,76.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253558,PLUMP BARLEY,Barley Plump Percent >6/64,62.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253558,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253817,PLUMP BARLEY,Barley Plump Percent >6/64,71.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253817,MIDS BARLEY,Mids Barley Percent,23.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253814,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253558,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253814,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253814,PLUMP BARLEY,Barley Plump Percent >6/64,56.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253814,MIDS BARLEY,Mids Barley Percent,37.6,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253619,MIDS BARLEY,Mids Barley Percent,,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253619,PLUMP BARLEY,Barley Plump Percent >6/64,,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253619,THINS BARLEY,Barley Thin Percent <5.5/64,,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253619,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253444,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253653,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.6,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253826,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,12.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253817,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.7,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253558,MIDS BARLEY,Mids Barley Percent,32.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253653,PLUMP BARLEY,Barley Plump Percent >6/64,64.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253653,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253603,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253653,MIDS BARLEY,Mids Barley Percent,30.9,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253878,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253862,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,11,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253863,MIDS BARLEY,Mids Barley Percent,15.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253644,MIDS BARLEY,Mids Barley Percent,26.3,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253879,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.7,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253563,THINS BARLEY,Barley Thin Percent <5.5/64,0.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253862,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253934,PLUMP BARLEY,Barley Plump Percent >6/64,88.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253755,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.9,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253604,MIDS BARLEY,Mids Barley Percent,36.6,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253879,MIDS BARLEY,Mids Barley Percent,36.9,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253878,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.6,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253879,PLUMP BARLEY,Barley Plump Percent >6/64,58.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253863,PLUMP BARLEY,Barley Plump Percent >6/64,63.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253604,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.6,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253563,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253563,MIDS BARLEY,Mids Barley Percent,31.9,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253863,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253879,THINS BARLEY,Barley Thin Percent <5.5/64,0.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253878,PLUMP BARLEY,Barley Plump Percent >6/64,48.6,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253878,MIDS BARLEY,Mids Barley Percent,42.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253934,MIDS BARLEY,Mids Barley Percent,10,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253644,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253862,MIDS BARLEY,Mids Barley Percent,13.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253563,PLUMP BARLEY,Barley Plump Percent >6/64,64,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253604,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253865,MIDS BARLEY,Mids Barley Percent,19.3,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253863,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253755,PLUMP BARLEY,Barley Plump Percent >6/64,57.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253865,PLUMP BARLEY,Barley Plump Percent >6/64,80,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253934,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253865,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253755,MIDS BARLEY,Mids Barley Percent,36.6,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253865,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253755,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253604,PLUMP BARLEY,Barley Plump Percent >6/64,54.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253934,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253862,PLUMP BARLEY,Barley Plump Percent >6/64,81.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253644,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.9,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253644,PLUMP BARLEY,Barley Plump Percent >6/64,70.3,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253703,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,11.3,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253774,PLUMP BARLEY,Barley Plump Percent >6/64,52.9,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253774,MIDS BARLEY,Mids Barley Percent,39.9,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253571,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,11.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253737,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253737,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253737,PLUMP BARLEY,Barley Plump Percent >6/64,68.7,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253737,MIDS BARLEY,Mids Barley Percent,26.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253677,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253575,PLUMP BARLEY,Barley Plump Percent >6/64,60.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253677,MIDS BARLEY,Mids Barley Percent,42.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253774,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,11.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253703,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253703,PLUMP BARLEY,Barley Plump Percent >6/64,64.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253703,MIDS BARLEY,Mids Barley Percent,30.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253786,MIDS BARLEY,Mids Barley Percent,46.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253786,PLUMP BARLEY,Barley Plump Percent >6/64,46.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253575,MIDS BARLEY,Mids Barley Percent,33.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253786,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253786,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,10,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253677,PLUMP BARLEY,Barley Plump Percent >6/64,49.4,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253775,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253565,THINS BARLEY,Barley Thin Percent <5.5/64,0,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253565,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,9.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253565,PLUMP BARLEY,Barley Plump Percent >6/64,44.5,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253575,B PROTEIN DSB WGA,Barley Protein (DSB) Prediction on WGA,11.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253565,MIDS BARLEY,Mids Barley Percent,47.6,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253776,MIDS BARLEY,Mids Barley Percent,41.2,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253776,PLUMP BARLEY,Barley Plump Percent >6/64,51.8,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253776,THINS BARLEY,Barley Thin Percent <5.5/64,0.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
253774,THINS BARLEY,Barley Thin Percent <5.5/64,0.1,3/27/2018 14:50:45,RUSSIA,RUSSIA,SARANSK,SARANSK 2017
